u:\PHYS 402\Lab 4 (D2)\SemiPlane_simulation.txt

DIFF1 GRAPHING PROGRAM: Fresdiff1.prj 

Current Date: 	10-27-2020
Current Time: 	11:41:32
Total Number of Data Points: 	10000

 Semi-Infinite Plane Diffraction Data  
 Wavelength (nm):	632.8
 Source-Obstacle Distance (m):	0.215
 Obstacle-Screen Distance (m):	1.0

X Position (cm)/	Relative Intensity
   -2.1845	  0.995489
    -2.184	  0.995258
   -2.1835	  0.995141
    -2.183	  0.995144
   -2.1825	  0.995269
    -2.182	  0.995516
   -2.1815	  0.995884
    -2.181	  0.996364
   -2.1805	  0.996947
     -2.18	  0.997619
   -2.1795	  0.998364
    -2.179	  0.999162
   -2.1785	  0.999992
    -2.178	  1.000829
   -2.1775	  1.001648
    -2.177	  1.002425
   -2.1765	  1.003134
    -2.176	   1.00375
   -2.1755	  1.004253
    -2.175	  1.004622
   -2.1745	  1.004843
    -2.174	  1.004904
   -2.1735	    1.0048
    -2.173	  1.004531
   -2.1725	  1.004101
    -2.172	  1.003523
   -2.1715	  1.002814
    -2.171	  1.001998
   -2.1705	  1.001101
     -2.17	  1.000156
   -2.1695	  0.999199
    -2.169	  0.998265
   -2.1685	  0.997393
    -2.168	  0.996618
   -2.1675	  0.995974
    -2.167	  0.995489
   -2.1665	  0.995189
    -2.166	  0.995088
   -2.1655	  0.995197
    -2.165	  0.995513
   -2.1645	  0.996028
    -2.164	  0.996724
   -2.1635	  0.997571
    -2.163	  0.998535
   -2.1625	  0.999574
    -2.162	  1.000639
   -2.1615	  1.001683
    -2.161	  1.002653
   -2.1605	  1.003501
     -2.16	  1.004183
   -2.1595	  1.004662
    -2.159	  1.004909
   -2.1585	  1.004908
    -2.158	  1.004654
   -2.1575	  1.004155
    -2.157	  1.003433
   -2.1565	  1.002524
    -2.156	  1.001472
   -2.1555	  1.000332
    -2.155	  0.999168
   -2.1545	  0.998043
    -2.154	  0.997023
   -2.1535	  0.996168
    -2.153	  0.995531
   -2.1525	  0.995153
    -2.152	  0.995062
   -2.1515	  0.995268
    -2.151	  0.995764
   -2.1505	  0.996524
     -2.15	  0.997505
   -2.1495	  0.998649
    -2.149	  0.999887
   -2.1485	   1.00114
    -2.148	  1.002326
   -2.1475	  1.003366
    -2.147	  1.004189
   -2.1465	  1.004736
    -2.146	  1.004964
   -2.1455	  1.004854
    -2.145	  1.004406
   -2.1445	  1.003647
    -2.144	  1.002626
   -2.1435	  1.001411
    -2.143	  1.000088
   -2.1425	  0.998752
    -2.142	  0.997501
   -2.1415	   0.99643
    -2.141	  0.995623
   -2.1405	  0.995145
     -2.14	  0.995039
   -2.1395	  0.995318
    -2.139	  0.995966
   -2.1385	  0.996938
    -2.138	  0.998161
   -2.1375	  0.999539
    -2.137	  1.000963
   -2.1365	  1.002315
    -2.136	  1.003482
   -2.1355	  1.004363
    -2.135	   1.00488
   -2.1345	  1.004981
    -2.134	  1.004653
   -2.1335	  1.003918
    -2.133	  1.002835
   -2.1325	  1.001494
    -2.132	  1.000014
   -2.1315	  0.998525
    -2.131	  0.997165
   -2.1305	  0.996059
     -2.13	  0.995316
   -2.1295	   0.99501
    -2.129	  0.995175
   -2.1285	  0.995804
    -2.128	  0.996841
   -2.1275	  0.998191
    -2.127	  0.999726
   -2.1265	  1.001297
    -2.126	  1.002745
   -2.1255	  1.003924
    -2.125	  1.004711
   -2.1245	  1.005018
    -2.124	  1.004807
   -2.1235	  1.004095
    -2.123	  1.002949
   -2.1225	  1.001485
    -2.122	  0.999856
   -2.1215	  0.998235
    -2.121	  0.996801
   -2.1205	  0.995711
     -2.12	  0.995093
   -2.1195	   0.99502
    -2.119	  0.995509
   -2.1185	   0.99651
    -2.118	  0.997916
   -2.1175	   0.99957
    -2.117	  1.001281
   -2.1165	  1.002851
    -2.116	  1.004091
   -2.1155	   1.00485
    -2.115	   1.00503
   -2.1145	  1.004602
    -2.114	  1.003612
   -2.1135	  1.002173
    -2.113	   1.00046
   -2.1125	  0.998683
    -2.112	  0.997065
   -2.1115	  0.995814
    -2.111	  0.995093
   -2.1105	  0.995003
     -2.11	  0.995563
   -2.1095	  0.996706
    -2.109	   0.99829
   -2.1085	  1.000108
    -2.108	  1.001921
   -2.1075	  1.003482
    -2.107	  1.004577
   -2.1065	  1.005051
    -2.106	  1.004831
   -2.1055	  1.003939
    -2.105	  1.002492
   -2.1045	   1.00069
    -2.104	  0.998783
   -2.1035	  0.997043
    -2.103	  0.995724
   -2.1025	  0.995022
    -2.102	  0.995046
   -2.1015	  0.995801
    -2.101	  0.997183
   -2.1005	  0.998993
      -2.1	  1.000962
   -2.0995	  1.002794
    -2.099	  1.004208
   -2.0985	  1.004981
    -2.098	  1.004986
   -2.0975	  1.004216
    -2.097	  1.002781
   -2.0965	  1.000902
    -2.096	  0.998874
   -2.0955	  0.997019
    -2.095	   0.99564
   -2.0945	  0.994965
    -2.094	  0.995112
   -2.0935	  0.996066
    -2.093	  0.997677
   -2.0925	  0.999683
    -2.092	  1.001751
   -2.0915	  1.003531
    -2.091	  1.004717
   -2.0905	    1.0051
     -2.09	  1.004605
   -2.0895	  1.003309
    -2.089	   1.00143
   -2.0885	  0.999295
    -2.088	  0.997277
   -2.0875	   0.99574
    -2.087	  0.994963
   -2.0865	  0.995094
    -2.086	  0.996119
   -2.0855	   0.99786
    -2.085	  1.000002
   -2.0845	  1.002152
    -2.084	   1.00391
   -2.0835	  1.004941
    -2.083	  1.005043
   -2.0825	  1.004188
    -2.082	   1.00253
   -2.0815	  1.000381
    -2.081	  0.998151
   -2.0805	  0.996276
     -2.08	  0.995126
   -2.0795	  0.994935
    -2.079	  0.995751
