u:\PHYS 402\Lab 4 (D2)\Wirerun6_04mmwidth_27mmgauge_current.txt

DAQ PROGRAM: DIFFN4.prj 

Current Date: 
10-27-2020
Current Time: 
11:17:09
Total Number of Data Points:     
501
Number of Samples per Point:    
30000
Stepper Motor Step Size (Cycles):
10
Stepper Motor Step Size (Steps): 
400
Stepper Motor Step Size (cm):    
0.01
 Start Date:  10-27-2020
 Start Time:  11:03:23

Xpos 	Iobs 	Vobs 	Robs 
       2.949725	        5.97658	      -0.011953	      -0.013769
       2.959725	       6.626663	      -0.013253	      -0.015069
        2.96975	         6.7339	      -0.013468	      -0.015284
        2.97975	       5.574573	      -0.011149	      -0.012965
        2.98975	       5.599171	      -0.011198	      -0.013014
       2.999725	       6.880797	      -0.013762	      -0.015578
       3.009725	       7.021144	      -0.014042	      -0.015858
        3.01975	       6.389705	      -0.012779	      -0.014595
        3.02975	       6.895448	      -0.013791	      -0.015607
        3.03975	       7.579265	      -0.015159	      -0.016975
       3.049725	       7.167137	      -0.014334	       -0.01615
       3.059725	       6.579483	      -0.013159	      -0.014975
        3.06975	       6.454806	       -0.01291	      -0.014726
        3.07975	       6.089053	      -0.012178	      -0.013994
        3.08975	       5.659053	      -0.011318	      -0.013134
       3.099725	       5.101835	      -0.010204	       -0.01202
       3.109725	       4.607883	      -0.009216	      -0.011032
        3.11975	       4.765527	      -0.009531	      -0.011347
        3.12975	       4.772313	      -0.009545	      -0.011361
        3.13975	       4.281106	      -0.008562	      -0.010378
        3.14975	       4.775117	       -0.00955	      -0.011366
       3.159725	       5.404497	      -0.010809	      -0.012625
        3.16975	       4.828246	      -0.009656	      -0.011473
        3.17975	       5.058029	      -0.010116	      -0.011932
        3.18975	       5.806897	      -0.011614	       -0.01343
       3.199725	       5.105154	       -0.01021	      -0.012026
       3.209725	       4.699648	      -0.009399	      -0.011215
        3.21975	       5.124401	      -0.010249	      -0.012065
        3.22975	       4.431295	      -0.008863	      -0.010679
        3.23975	       3.798525	      -0.007597	      -0.009413
       3.249725	       3.905784	      -0.007812	      -0.009628
       3.259725	       3.480516	      -0.006961	      -0.008777
        3.26975	       3.216254	      -0.006433	      -0.008249
        3.27975	       3.317012	      -0.006634	       -0.00845
        3.28975	       3.312882	      -0.006626	      -0.008442
        3.29975	       3.297804	      -0.006596	      -0.008412
       3.309725	       3.463597	      -0.006927	      -0.008743
        3.31975	       3.671827	      -0.007344	       -0.00916
        3.32975	       3.664307	      -0.007329	      -0.009145
        3.33975	       3.525593	      -0.007051	      -0.008867
        3.34975	       3.799242	      -0.007598	      -0.009415
       3.359725	       3.347837	      -0.006696	      -0.008512
        3.36975	       3.169786	       -0.00634	      -0.008156
        3.37975	       3.263944	      -0.006528	      -0.008344
        3.38975	       2.599927	        -0.0052	      -0.007016
       3.399725	       2.621638	      -0.005243	      -0.007059
       3.409725	        2.47111	      -0.004942	      -0.006758
        3.41975	       2.059951	       -0.00412	      -0.005936
        3.42975	       2.339434	      -0.004679	      -0.006495
        3.43975	       2.139978	       -0.00428	      -0.006096
        3.44975	       2.141818	      -0.004284	        -0.0061
       3.459725	       2.365017	       -0.00473	      -0.006546
        3.46975	       2.222464	      -0.004445	      -0.006261
        3.47975	       2.368495	      -0.004737	      -0.006553
        3.48975	       2.346417	      -0.004693	      -0.006509
        3.49975	       2.229584	      -0.004459	      -0.006275
       3.509725	       2.207374	      -0.004415	      -0.006231
        3.51975	       2.042868	      -0.004086	      -0.005902
        3.52975	       1.816207	      -0.003632	      -0.005448
        3.53975	       1.748997	      -0.003498	      -0.005314
       3.549725	       1.526696	      -0.003053	      -0.004869
       3.559725	       1.432565	      -0.002865	      -0.004681
        3.56975	       1.415838	      -0.002832	      -0.004648
        3.57975	       1.238696	      -0.002477	      -0.004293
        3.58975	       1.401888	      -0.002804	       -0.00462
       3.599725	       1.248506	      -0.002497	      -0.004313
       3.609725	        1.41896	      -0.002838	      -0.004654
        3.61975	       1.374141	      -0.002748	      -0.004564
        3.62975	       1.329107	      -0.002658	      -0.004474
        3.63975	       1.435496	      -0.002871	      -0.004687
        3.64975	       1.227818	      -0.002456	      -0.004272
       3.659725	        1.31295	      -0.002626	      -0.004442
